[[2], [3, 5], [4], [6, 7]]
[10, 16, 43, 50, 18, 44, 51, 54]
[10, 16, 43, 50, 52, 18, 44, 53]
[10, 16, 43, 50, 52, 18, 44, 54]
[10, 16, 43, 50, 18, 44, 53, 54]
[10, 16, 43, 52, 18, 44, 51, 53]
[10, 16, 43, 52, 18, 44, 51, 54]
[10, 16, 43, 18, 44, 51, 53, 54]
[10, 16, 43, 52, 18, 44, 53, 54]
[10, 16, 49, 43, 50, 52, 18, 51]
[10, 16, 49, 43, 50, 18, 51, 53]
[10, 16, 49, 43, 50, 18, 51, 54]
[10, 16, 49, 43, 50, 52, 18, 53]
[10, 16, 49, 43, 50, 52, 18, 54]
[10, 16, 49, 43, 50, 18, 53, 54]
[10, 16, 49, 43, 52, 18, 51, 53]
[10, 16, 49, 43, 52, 18, 51, 54]
[10, 16, 49, 43, 18, 51, 53, 54]
[10, 16, 49, 43, 52, 18, 53, 54]
[10, 16, 43, 50, 52, 18, 51, 53]
[10, 16, 43, 50, 52, 18, 51, 54]
[10, 16, 43, 50, 18, 51, 53, 54]
[10, 16, 43, 50, 52, 18, 53, 54]
[10, 16, 43, 52, 18, 51, 53, 54]
[10, 16, 49, 50, 52, 18, 44, 51]
[10, 16, 49, 50, 18, 44, 51, 53]
[10, 16, 49, 50, 18, 44, 51, 54]
[10, 16, 49, 50, 52, 18, 44, 53]
[10, 16, 49, 50, 52, 18, 44, 54]
[10, 16, 49, 50, 18, 44, 53, 54]
[10, 16, 49, 52, 18, 44, 51, 53]
[10, 16, 49, 52, 18, 44, 51, 54]
[10, 16, 49, 18, 44, 51, 53, 54]
[10, 16, 49, 52, 18, 44, 53, 54]
[10, 16, 50, 52, 18, 44, 51, 53]
[10, 16, 50, 52, 18, 44, 51, 54]
[10, 16, 50, 18, 44, 51, 53, 54]
[10, 16, 50, 52, 18, 44, 53, 54]
[10, 16, 52, 18, 44, 51, 53, 54]
[10, 16, 49, 50, 52, 18, 51, 53]
[10, 16, 49, 50, 52, 18, 51, 54]
[10, 16, 49, 50, 18, 51, 53, 54]
[10, 16, 49, 50, 52, 18, 53, 54]
[10, 16, 49, 52, 18, 51, 53, 54]
[10, 16, 50, 52, 18, 51, 53, 54]
[10, 40, 16, 42, 49, 43, 50, 44]
[10, 40, 16, 42, 49, 43, 44, 51]
[10, 40, 16, 42, 49, 43, 52, 44]
[10, 40, 16, 42, 49, 43, 44, 53]
[10, 40, 16, 42, 49, 43, 44, 54]
[10, 40, 16, 42, 43, 50, 44, 51]
[10, 40, 16, 42, 43, 50, 52, 44]
[10, 40, 16, 42, 43, 50, 44, 53]
[10, 40, 16, 42, 43, 50, 44, 54]
[10, 40, 16, 42, 43, 52, 44, 51]
[10, 40, 16, 42, 43, 44, 51, 53]
[10, 40, 16, 42, 43, 44, 51, 54]
[10, 40, 16, 42, 43, 52, 44, 53]
[10, 40, 16, 42, 43, 52, 44, 54]
[10, 40, 16, 42, 43, 44, 53, 54]
[10, 40, 16, 42, 49, 43, 50, 51]
[10, 40, 16, 42, 49, 43, 50, 52]
[10, 40, 16, 42, 49, 43, 50, 53]
[10, 40, 16, 42, 49, 43, 50, 54]
[10, 40, 16, 42, 49, 43, 52, 51]
[10, 40, 16, 42, 49, 43, 51, 53]
[10, 40, 16, 42, 49, 43, 51, 54]
[10, 40, 16, 42, 49, 43, 52, 53]
[10, 40, 16, 42, 49, 43, 52, 54]
[10, 40, 16, 42, 49, 43, 53, 54]
[10, 40, 16, 42, 43, 50, 52, 51]
[10, 40, 16, 42, 43, 50, 51, 53]
[10, 40, 16, 42, 43, 50, 51, 54]
[10, 40, 16, 42, 43, 50, 52, 53]
[10, 40, 16, 42, 43, 50, 52, 54]
[10, 40, 16, 42, 43, 50, 53, 54]
[10, 40, 16, 42, 43, 52, 51, 53]
[10, 40, 16, 42, 43, 52, 51, 54]
[10, 40, 16, 42, 43, 51, 53, 54]
[10, 40, 16, 42, 43, 52, 53, 54]
[10, 40, 16, 42, 49, 50, 44, 51]
[10, 40, 16, 42, 49, 50, 52, 44]
[10, 40, 16, 42, 49, 50, 44, 53]
[10, 40, 16, 42, 49, 50, 44, 54]
[10, 40, 16, 42, 49, 52, 44, 51]
[10, 40, 16, 42, 49, 44, 51, 53]
[10, 40, 16, 42, 49, 44, 51, 54]
[10, 40, 16, 42, 49, 52, 44, 53]
[10, 40, 16, 42, 49, 52, 44, 54]
[10, 40, 16, 42, 49, 44, 53, 54]
[10, 40, 16, 42, 50, 52, 44, 51]
[10, 40, 16, 42, 50, 44, 51, 53]
[10, 40, 16, 42, 50, 44, 51, 54]
[10, 40, 16, 42, 50, 52, 44, 53]
[10, 40, 16, 42, 50, 52, 44, 54]
[10, 40, 16, 42, 50, 44, 53, 54]
[10, 40, 16, 42, 52, 44, 51, 53]
[10, 40, 16, 42, 52, 44, 51, 54]
[10, 40, 16, 42, 44, 51, 53, 54]
[10, 40, 16, 42, 52, 44, 53, 54]
[10, 40, 16, 42, 49, 50, 52, 51]
[10, 40, 16, 42, 49, 50, 51, 53]
[10, 40, 16, 42, 49, 50, 51, 54]
[10, 40, 16, 42, 49, 50, 52, 53]
[10, 40, 16, 42, 49, 50, 52, 54]
[10, 40, 16, 42, 49, 50, 53, 54]
[10, 40, 16, 42, 49, 52, 51, 53]
[10, 40, 16, 42, 49, 52, 51, 54]
[10, 40, 16, 42, 49, 51, 53, 54]
[10, 40, 16, 42, 49, 52, 53, 54]
[10, 40, 16, 42, 50, 52, 51, 53]
[10, 40, 16, 42, 50, 52, 51, 54]
[10, 40, 16, 42, 50, 51, 53, 54]
[10, 40, 16, 42, 50, 52, 53, 54]
[10, 40, 16, 42, 52, 51, 53, 54]
[10, 40, 16, 49, 43, 50, 44, 51]
[10, 40, 16, 49, 43, 50, 52, 44]
[10, 40, 16, 49, 43, 50, 44, 53]
[10, 40, 16, 49, 43, 50, 44, 54]
[10, 40, 16, 49, 43, 52, 44, 51]
[10, 40, 16, 49, 43, 44, 51, 53]
[10, 40, 16, 49, 43, 44, 51, 54]
[10, 40, 16, 49, 43, 52, 44, 53]
[10, 40, 16, 49, 43, 52, 44, 54]
[10, 40, 16, 49, 43, 44, 53, 54]
[10, 40, 16, 43, 50, 52, 44, 51]
[10, 40, 16, 43, 50, 44, 51, 53]
[10, 40, 16, 43, 50, 44, 51, 54]
[10, 40, 16, 43, 50, 52, 44, 53]
[10, 40, 16, 43, 50, 52, 44, 54]
[10, 40, 16, 43, 50, 44, 53, 54]
[10, 40, 16, 43, 52, 44, 51, 53]
[10, 40, 16, 43, 52, 44, 51, 54]
[10, 40, 16, 43, 44, 51, 53, 54]
[10, 40, 16, 43, 52, 44, 53, 54]
[10, 40, 16, 49, 43, 50, 52, 51]
[10, 40, 16, 49, 43, 50, 51, 53]
[10, 40, 16, 49, 43, 50, 51, 54]
[10, 40, 16, 49, 43, 50, 52, 53]
[10, 40, 16, 49, 43, 50, 52, 54]
[10, 40, 16, 49, 43, 50, 53, 54]
[10, 40, 16, 49, 43, 52, 51, 53]
[10, 40, 16, 49, 43, 52, 51, 54]
[10, 40, 16, 49, 43, 51, 53, 54]
[10, 40, 16, 49, 43, 52, 53, 54]
[10, 40, 16, 43, 50, 52, 51, 53]
[10, 40, 16, 43, 50, 52, 51, 54]
[10, 40, 16, 43, 50, 51, 53, 54]
[10, 40, 16, 43, 50, 52, 53, 54]
[10, 40, 16, 43, 52, 51, 53, 54]
[10, 40, 16, 49, 50, 52, 44, 51]
[10, 40, 16, 49, 50, 44, 51, 53]
[10, 40, 16, 49, 50, 44, 51, 54]
[10, 40, 16, 49, 50, 52, 44, 53]
[10, 40, 16, 49, 50, 52, 44, 54]
[10, 40, 16, 49, 50, 44, 53, 54]
[10, 40, 16, 49, 52, 44, 51, 53]
[10, 40, 16, 49, 52, 44, 51, 54]
[10, 40, 16, 49, 44, 51, 53, 54]
[10, 40, 16, 49, 52, 44, 53, 54]
[10, 40, 16, 50, 52, 44, 51, 53]
[10, 40, 16, 50, 52, 44, 51, 54]
[10, 40, 16, 50, 44, 51, 53, 54]
[10, 40, 16, 50, 52, 44, 53, 54]
[10, 40, 16, 52, 44, 51, 53, 54]
[10, 40, 16, 49, 50, 52, 51, 53]
[10, 40, 16, 49, 50, 52, 51, 54]
[10, 40, 16, 49, 50, 51, 53, 54]
[10, 40, 16, 49, 50, 52, 53, 54]
[10, 40, 16, 49, 52, 51, 53, 54]
[10, 40, 16, 50, 52, 51, 53, 54]
[10, 16, 42, 49, 43, 50, 44, 51]
[10, 16, 42, 49, 43, 50, 52, 44]
[10, 16, 42, 49, 43, 50, 44, 53]
[10, 16, 42, 49, 43, 50, 44, 54]
[10, 16, 42, 49, 43, 52, 44, 51]
[10, 16, 42, 49, 43, 44, 51, 53]
[10, 16, 42, 49, 43, 44, 51, 54]
[10, 16, 42, 49, 43, 52, 44, 53]
[10, 16, 42, 49, 43, 52, 44, 54]
[10, 16, 42, 49, 43, 44, 53, 54]
[10, 16, 42, 43, 50, 52, 44, 51]
[10, 16, 42, 43, 50, 44, 51, 53]
[10, 16, 42, 43, 50, 44, 51, 54]
[10, 16, 42, 43, 50, 52, 44, 53]
[10, 16, 42, 43, 50, 52, 44, 54]
[10, 16, 42, 43, 50, 44, 53, 54]
[10, 16, 42, 43, 52, 44, 51, 53]
[10, 16, 42, 43, 52, 44, 51, 54]
[10, 16, 42, 43, 44, 51, 53, 54]
[10, 16, 42, 43, 52, 44, 53, 54]
[10, 16, 42, 49, 43, 50, 52, 51]
[10, 16, 42, 49, 43, 50, 51, 53]
[10, 16, 42, 49, 43, 50, 51, 54]
[10, 16, 42, 49, 43, 50, 52, 53]
[10, 16, 42, 49, 43, 50, 52, 54]
[10, 16, 42, 49, 43, 50, 53, 54]
[10, 16, 42, 49, 43, 52, 51, 53]
[10, 16, 42, 49, 43, 52, 51, 54]
[10, 16, 42, 49, 43, 51, 53, 54]
[10, 16, 42, 49, 43, 52, 53, 54]
[10, 16, 42, 43, 50, 52, 51, 53]
[10, 16, 42, 43, 50, 52, 51, 54]
[10, 16, 42, 43, 50, 51, 53, 54]
[10, 16, 42, 43, 50, 52, 53, 54]
[10, 16, 42, 43, 52, 51, 53, 54]
[10, 16, 42, 49, 50, 52, 44, 51]
[10, 16, 42, 49, 50, 44, 51, 53]
[10, 16, 42, 49, 50, 44, 51, 54]
[10, 16, 42, 49, 50, 52, 44, 53]
[10, 16, 42, 49, 50, 52, 44, 54]
[10, 16, 42, 49, 50, 44, 53, 54]
[10, 16, 42, 49, 52, 44, 51, 53]
[10, 16, 42, 49, 52, 44, 51, 54]
[10, 16, 42, 49, 44, 51, 53, 54]
[10, 16, 42, 49, 52, 44, 53, 54]
[10, 16, 42, 50, 52, 44, 51, 53]
[10, 16, 42, 50, 52, 44, 51, 54]
[10, 16, 42, 50, 44, 51, 53, 54]
[10, 16, 42, 50, 52, 44, 53, 54]
[10, 16, 42, 52, 44, 51, 53, 54]
[10, 16, 42, 49, 50, 52, 51, 53]
[10, 16, 42, 49, 50, 52, 51, 54]
[10, 16, 42, 49, 50, 51, 53, 54]
[10, 16, 42, 49, 50, 52, 53, 54]
[10, 16, 42, 49, 52, 51, 53, 54]
[10, 16, 42, 50, 52, 51, 53, 54]
[10, 16, 49, 43, 50, 52, 44, 51]
[10, 16, 49, 43, 50, 44, 51, 53]
[10, 16, 49, 43, 50, 44, 51, 54]
[10, 16, 49, 43, 50, 52, 44, 53]
[10, 16, 49, 43, 50, 52, 44, 54]
[10, 16, 49, 43, 50, 44, 53, 54]
[10, 16, 49, 43, 52, 44, 51, 53]
[10, 16, 49, 43, 52, 44, 51, 54]
[10, 16, 49, 43, 44, 51, 53, 54]
[10, 16, 49, 43, 52, 44, 53, 54]
[10, 16, 43, 50, 52, 44, 51, 53]
[10, 16, 43, 50, 52, 44, 51, 54]
[10, 16, 43, 50, 44, 51, 53, 54]
[10, 16, 43, 50, 52, 44, 53, 54]
[10, 16, 43, 52, 44, 51, 53, 54]
[10, 16, 49, 43, 50, 52, 51, 53]
[10, 16, 49, 43, 50, 52, 51, 54]
[10, 16, 49, 43, 50, 51, 53, 54]
[10, 16, 49, 43, 50, 52, 53, 54]
[10, 16, 49, 43, 52, 51, 53, 54]
[10, 16, 43, 50, 52, 51, 53, 54]
[10, 16, 49, 50, 52, 44, 51, 53]
[10, 16, 49, 50, 52, 44, 51, 54]
[10, 16, 49, 50, 44, 51, 53, 54]
[10, 16, 49, 50, 52, 44, 53, 54]
[10, 16, 49, 52, 44, 51, 53, 54]
[10, 16, 50, 52, 44, 51, 53, 54]
[10, 16, 49, 50, 52, 51, 53, 54]
[10, 40, 42, 49, 17, 43, 18, 44]
[10, 40, 42, 17, 43, 50, 18, 44]
[10, 40, 42, 17, 43, 18, 44, 51]
[10, 40, 42, 17, 43, 52, 18, 44]
[10, 40, 42, 17, 43, 18, 44, 53]
[10, 40, 42, 17, 43, 18, 44, 54]
[10, 40, 42, 49, 17, 43, 50, 18]
[10, 40, 42, 49, 17, 43, 18, 51]
[10, 40, 42, 49, 17, 43, 52, 18]
[10, 40, 42, 49, 17, 43, 18, 53]
[10, 40, 42, 49, 17, 43, 18, 54]
[10, 40, 42, 17, 43, 50, 18, 51]
[10, 40, 42, 17, 43, 50, 52, 18]
[10, 40, 42, 17, 43, 50, 18, 53]
[10, 40, 42, 17, 43, 50, 18, 54]
[10, 40, 42, 17, 43, 52, 18, 51]
[10, 40, 42, 17, 43, 18, 51, 53]
[10, 40, 42, 17, 43, 18, 51, 54]
[10, 40, 42, 17, 43, 52, 18, 53]
[10, 40, 42, 17, 43, 52, 18, 54]
[10, 40, 42, 17, 43, 18, 53, 54]
[10, 40, 42, 49, 17, 50, 18, 44]
[10, 40, 42, 49, 17, 18, 44, 51]
[10, 40, 42, 49, 17, 52, 18, 44]
[10, 40, 42, 49, 17, 18, 44, 53]
[10, 40, 42, 49, 17, 18, 44, 54]
[10, 40, 42, 17, 50, 18, 44, 51]
[10, 40, 42, 17, 50, 52, 18, 44]
[10, 40, 42, 17, 50, 18, 44, 53]
[10, 40, 42, 17, 50, 18, 44, 54]
[10, 40, 42, 17, 52, 18, 44, 51]
[10, 40, 42, 17, 18, 44, 51, 53]
[10, 40, 42, 17, 18, 44, 51, 54]
[10, 40, 42, 17, 52, 18, 44, 53]
[10, 40, 42, 17, 52, 18, 44, 54]
[10, 40, 42, 17, 18, 44, 53, 54]
[10, 40, 42, 49, 17, 50, 18, 51]
[10, 40, 42, 49, 17, 50, 52, 18]
[10, 40, 42, 49, 17, 50, 18, 53]
[10, 40, 42, 49, 17, 50, 18, 54]
[10, 40, 42, 49, 17, 52, 18, 51]
[10, 40, 42, 49, 17, 18, 51, 53]
[10, 40, 42, 49, 17, 18, 51, 54]
[10, 40, 42, 49, 17, 52, 18, 53]
[10, 40, 42, 49, 17, 52, 18, 54]
[10, 40, 42, 49, 17, 18, 53, 54]
[10, 40, 42, 17, 50, 52, 18, 51]
[10, 40, 42, 17, 50, 18, 51, 53]
[10, 40, 42, 17, 50, 18, 51, 54]
[10, 40, 42, 17, 50, 52, 18, 53]
[10, 40, 42, 17, 50, 52, 18, 54]
[10, 40, 42, 17, 50, 18, 53, 54]
[10, 40, 42, 17, 52, 18, 51, 53]
[10, 40, 42, 17, 52, 18, 51, 54]
[10, 40, 42, 17, 18, 51, 53, 54]
[10, 40, 42, 17, 52, 18, 53, 54]
[10, 40, 49, 17, 43, 50, 18, 44]
[10, 40, 49, 17, 43, 18, 44, 51]
[10, 40, 49, 17, 43, 52, 18, 44]
[10, 40, 49, 17, 43, 18, 44, 53]
[10, 40, 49, 17, 43, 18, 44, 54]
[10, 40, 17, 43, 50, 18, 44, 51]
[10, 40, 17, 43, 50, 52, 18, 44]
[10, 40, 17, 43, 50, 18, 44, 53]
[10, 40, 17, 43, 50, 18, 44, 54]
[10, 40, 17, 43, 52, 18, 44, 51]
[10, 40, 17, 43, 18, 44, 51, 53]
[10, 40, 17, 43, 18, 44, 51, 54]
[10, 40, 17, 43, 52, 18, 44, 53]
[10, 40, 17, 43, 52, 18, 44, 54]
[10, 40, 17, 43, 18, 44, 53, 54]
[10, 40, 49, 17, 43, 50, 18, 51]
[10, 40, 49, 17, 43, 50, 52, 18]
[10, 40, 49, 17, 43, 50, 18, 53]
[10, 40, 49, 17, 43, 50, 18, 54]
[10, 40, 49, 17, 43, 52, 18, 51]
[10, 40, 49, 17, 43, 18, 51, 53]
[10, 40, 49, 17, 43, 18, 51, 54]
[10, 40, 49, 17, 43, 52, 18, 53]
[10, 40, 49, 17, 43, 52, 18, 54]
[10, 40, 49, 17, 43, 18, 53, 54]
[10, 40, 17, 43, 50, 52, 18, 51]
[10, 40, 17, 43, 50, 18, 51, 53]
[10, 40, 17, 43, 50, 18, 51, 54]
[10, 40, 17, 43, 50, 52, 18, 53]
[10, 40, 17, 43, 50, 52, 18, 54]
[10, 40, 17, 43, 50, 18, 53, 54]
[10, 40, 17, 43, 52, 18, 51, 53]
[10, 40, 17, 43, 52, 18, 51, 54]
[10, 40, 17, 43, 18, 51, 53, 54]
[10, 40, 17, 43, 52, 18, 53, 54]
[10, 40, 49, 17, 50, 18, 44, 51]
[10, 40, 49, 17, 50, 52, 18, 44]
[10, 40, 49, 17, 50, 18, 44, 53]
[10, 40, 49, 17, 50, 18, 44, 54]
[10, 40, 49, 17, 52, 18, 44, 51]
[10, 40, 49, 17, 18, 44, 51, 53]
[10, 40, 49, 17, 18, 44, 51, 54]
[10, 40, 49, 17, 52, 18, 44, 53]
[10, 40, 49, 17, 52, 18, 44, 54]
[10, 40, 49, 17, 18, 44, 53, 54]
[10, 40, 17, 50, 52, 18, 44, 51]
[10, 40, 17, 50, 18, 44, 51, 53]
[10, 40, 17, 50, 18, 44, 51, 54]
[10, 40, 17, 50, 52, 18, 44, 53]
[10, 40, 17, 50, 52, 18, 44, 54]
[10, 40, 17, 50, 18, 44, 53, 54]
[10, 40, 17, 52, 18, 44, 51, 53]
[10, 40, 17, 52, 18, 44, 51, 54]
[10, 40, 17, 18, 44, 51, 53, 54]
[10, 40, 17, 52, 18, 44, 53, 54]
[10, 40, 49, 17, 50, 52, 18, 51]
[10, 40, 49, 17, 50, 18, 51, 53]
[10, 40, 49, 17, 50, 18, 51, 54]
[10, 40, 49, 17, 50, 52, 18, 53]
[10, 40, 49, 17, 50, 52, 18, 54]
[10, 40, 49, 17, 50, 18, 53, 54]
[10, 40, 49, 17, 52, 18, 51, 53]
[10, 40, 49, 17, 52, 18, 51, 54]
[10, 40, 49, 17, 18, 51, 53, 54]
[10, 40, 49, 17, 52, 18, 53, 54]
[10, 40, 17, 50, 52, 18, 51, 53]
[10, 40, 17, 50, 52, 18, 51, 54]
[10, 40, 17, 50, 18, 51, 53, 54]
[10, 40, 17, 50, 52, 18, 53, 54]
[10, 40, 17, 52, 18, 51, 53, 54]
[10, 42, 49, 17, 43, 50, 18, 44]
[10, 42, 49, 17, 43, 18, 44, 51]
[10, 42, 49, 17, 43, 52, 18, 44]
[10, 42, 49, 17, 43, 18, 44, 53]
[10, 42, 49, 17, 43, 18, 44, 54]
[10, 42, 17, 43, 50, 18, 44, 51]
[10, 42, 17, 43, 50, 52, 18, 44]
[10, 42, 17, 43, 50, 18, 44, 53]
[10, 42, 17, 43, 50, 18, 44, 54]
[10, 42, 17, 43, 52, 18, 44, 51]
[10, 42, 17, 43, 18, 44, 51, 53]
[10, 42, 17, 43, 18, 44, 51, 54]
[10, 42, 17, 43, 52, 18, 44, 53]
[10, 42, 17, 43, 52, 18, 44, 54]
[10, 42, 17, 43, 18, 44, 53, 54]
[10, 42, 49, 17, 43, 50, 18, 51]
[10, 42, 49, 17, 43, 50, 52, 18]
[10, 42, 49, 17, 43, 50, 18, 53]
[10, 42, 49, 17, 43, 50, 18, 54]
[10, 42, 49, 17, 43, 52, 18, 51]
[10, 42, 49, 17, 43, 18, 51, 53]
[10, 42, 49, 17, 43, 18, 51, 54]
[10, 42, 49, 17, 43, 52, 18, 53]
[10, 42, 49, 17, 43, 52, 18, 54]
[10, 42, 49, 17, 43, 18, 53, 54]
[10, 42, 17, 43, 50, 52, 18, 51]
[10, 42, 17, 43, 50, 18, 51, 53]
[10, 42, 17, 43, 50, 18, 51, 54]
[10, 42, 17, 43, 50, 52, 18, 53]
[10, 42, 17, 43, 50, 52, 18, 54]
[10, 42, 17, 43, 50, 18, 53, 54]
[10, 42, 17, 43, 52, 18, 51, 53]
[10, 42, 17, 43, 52, 18, 51, 54]
[10, 42, 17, 43, 18, 51, 53, 54]
[10, 42, 17, 43, 52, 18, 53, 54]
[10, 42, 49, 17, 50, 18, 44, 51]
[10, 42, 49, 17, 50, 52, 18, 44]
[10, 42, 49, 17, 50, 18, 44, 53]
[10, 42, 49, 17, 50, 18, 44, 54]
[10, 42, 49, 17, 52, 18, 44, 51]
[10, 42, 49, 17, 18, 44, 51, 53]
[10, 42, 49, 17, 18, 44, 51, 54]
[10, 42, 49, 17, 52, 18, 44, 53]
[10, 42, 49, 17, 52, 18, 44, 54]
[10, 42, 49, 17, 18, 44, 53, 54]
[10, 42, 17, 50, 52, 18, 44, 51]
[10, 42, 17, 50, 18, 44, 51, 53]
[10, 42, 17, 50, 18, 44, 51, 54]
[10, 42, 17, 50, 52, 18, 44, 53]
[10, 42, 17, 50, 52, 18, 44, 54]
[10, 42, 17, 50, 18, 44, 53, 54]
[10, 42, 17, 52, 18, 44, 51, 53]
[10, 42, 17, 52, 18, 44, 51, 54]
[10, 42, 17, 18, 44, 51, 53, 54]
[10, 42, 17, 52, 18, 44, 53, 54]
[10, 42, 49, 17, 50, 52, 18, 51]
[10, 42, 49, 17, 50, 18, 51, 53]
[10, 42, 49, 17, 50, 18, 51, 54]
[10, 42, 49, 17, 50, 52, 18, 53]
[10, 42, 49, 17, 50, 52, 18, 54]
[10, 42, 49, 17, 50, 18, 53, 54]
[10, 42, 49, 17, 52, 18, 51, 53]
[10, 42, 49, 17, 52, 18, 51, 54]
[10, 42, 49, 17, 18, 51, 53, 54]
[10, 42, 49, 17, 52, 18, 53, 54]
[10, 42, 17, 50, 52, 18, 51, 53]
[10, 42, 17, 50, 52, 18, 51, 54]
[10, 42, 17, 50, 18, 51, 53, 54]
[10, 42, 17, 50, 52, 18, 53, 54]
[10, 42, 17, 52, 18, 51, 53, 54]
[10, 49, 17, 43, 50, 18, 44, 51]
[10, 49, 17, 43, 50, 52, 18, 44]
[10, 49, 17, 43, 50, 18, 44, 53]
[10, 49, 17, 43, 50, 18, 44, 54]
[10, 49, 17, 43, 52, 18, 44, 51]
[10, 49, 17, 43, 18, 44, 51, 53]
[10, 49, 17, 43, 18, 44, 51, 54]
[10, 49, 17, 43, 52, 18, 44, 53]
[10, 49, 17, 43, 52, 18, 44, 54]
[10, 49, 17, 43, 18, 44, 53, 54]
[10, 17, 43, 50, 52, 18, 44, 51]
[10, 17, 43, 50, 18, 44, 51, 53]
[10, 17, 43, 50, 18, 44, 51, 54]
[10, 17, 43, 50, 52, 18, 44, 53]
[10, 17, 43, 50, 52, 18, 44, 54]
[10, 17, 43, 50, 18, 44, 53, 54]
[10, 17, 43, 52, 18, 44, 51, 53]
[10, 17, 43, 52, 18, 44, 51, 54]
[10, 17, 43, 18, 44, 51, 53, 54]
[10, 17, 43, 52, 18, 44, 53, 54]
[10, 49, 17, 43, 50, 52, 18, 51]
[10, 49, 17, 43, 50, 18, 51, 53]
[10, 49, 17, 43, 50, 18, 51, 54]
[10, 49, 17, 43, 50, 52, 18, 53]
[10, 49, 17, 43, 50, 52, 18, 54]
[10, 49, 17, 43, 50, 18, 53, 54]
[10, 49, 17, 43, 52, 18, 51, 53]
[10, 49, 17, 43, 52, 18, 51, 54]
[10, 49, 17, 43, 18, 51, 53, 54]
[10, 49, 17, 43, 52, 18, 53, 54]
[10, 17, 43, 50, 52, 18, 51, 53]
[10, 17, 43, 50, 52, 18, 51, 54]
[10, 17, 43, 50, 18, 51, 53, 54]
[10, 17, 43, 50, 52, 18, 53, 54]
[10, 17, 43, 52, 18, 51, 53, 54]
[10, 49, 17, 50, 52, 18, 44, 51]
[10, 49, 17, 50, 18, 44, 51, 53]
[10, 49, 17, 50, 18, 44, 51, 54]
[10, 49, 17, 50, 52, 18, 44, 53]
[10, 49, 17, 50, 52, 18, 44, 54]
[10, 49, 17, 50, 18, 44, 53, 54]
[10, 49, 17, 52, 18, 44, 51, 53]
[10, 49, 17, 52, 18, 44, 51, 54]
[10, 49, 17, 18, 44, 51, 53, 54]
[10, 49, 17, 52, 18, 44, 53, 54]
[10, 17, 50, 52, 18, 44, 51, 53]
[10, 17, 50, 52, 18, 44, 51, 54]
[10, 17, 50, 18, 44, 51, 53, 54]
[10, 17, 50, 52, 18, 44, 53, 54]
[10, 17, 52, 18, 44, 51, 53, 54]
[10, 49, 17, 50, 52, 18, 51, 53]
[10, 49, 17, 50, 52, 18, 51, 54]
[10, 49, 17, 50, 18, 51, 53, 54]
[10, 49, 17, 50, 52, 18, 53, 54]
[10, 49, 17, 52, 18, 51, 53, 54]
[10, 17, 50, 52, 18, 51, 53, 54]
[10, 40, 42, 49, 17, 43, 50, 44]
[10, 40, 42, 49, 17, 43, 44, 51]
[10, 40, 42, 49, 17, 43, 52, 44]
[10, 40, 42, 49, 17, 43, 44, 53]
[10, 40, 42, 49, 17, 43, 44, 54]
[10, 40, 42, 17, 43, 50, 44, 51]
[10, 40, 42, 17, 43, 50, 52, 44]
[10, 40, 42, 17, 43, 50, 44, 53]
[10, 40, 42, 17, 43, 50, 44, 54]
[10, 40, 42, 17, 43, 52, 44, 51]
[10, 40, 42, 17, 43, 44, 51, 53]
[10, 40, 42, 17, 43, 44, 51, 54]
[10, 40, 42, 17, 43, 52, 44, 53]
[10, 40, 42, 17, 43, 52, 44, 54]
[10, 40, 42, 17, 43, 44, 53, 54]
[10, 40, 42, 49, 17, 43, 50, 51]
[10, 40, 42, 49, 17, 43, 50, 52]
[10, 40, 42, 49, 17, 43, 50, 53]
[10, 40, 42, 49, 17, 43, 50, 54]
[10, 40, 42, 49, 17, 43, 52, 51]
[10, 40, 42, 49, 17, 43, 51, 53]
[10, 40, 42, 49, 17, 43, 51, 54]
[10, 40, 42, 49, 17, 43, 52, 53]
[10, 40, 42, 49, 17, 43, 52, 54]
[10, 40, 42, 49, 17, 43, 53, 54]
[10, 40, 42, 17, 43, 50, 52, 51]
[10, 40, 42, 17, 43, 50, 51, 53]
[10, 40, 42, 17, 43, 50, 51, 54]
[10, 40, 42, 17, 43, 50, 52, 53]
[10, 40, 42, 17, 43, 50, 52, 54]
[10, 40, 42, 17, 43, 50, 53, 54]
[10, 40, 42, 17, 43, 52, 51, 53]
[10, 40, 42, 17, 43, 52, 51, 54]
[10, 40, 42, 17, 43, 51, 53, 54]
[10, 40, 42, 17, 43, 52, 53, 54]
[10, 40, 42, 49, 17, 50, 44, 51]
[10, 40, 42, 49, 17, 50, 52, 44]
[10, 40, 42, 49, 17, 50, 44, 53]
[10, 40, 42, 49, 17, 50, 44, 54]
[10, 40, 42, 49, 17, 52, 44, 51]
[10, 40, 42, 49, 17, 44, 51, 53]
[10, 40, 42, 49, 17, 44, 51, 54]
[10, 40, 42, 49, 17, 52, 44, 53]
[10, 40, 42, 49, 17, 52, 44, 54]
[10, 40, 42, 49, 17, 44, 53, 54]
[10, 40, 42, 17, 50, 52, 44, 51]
[10, 40, 42, 17, 50, 44, 51, 53]
[10, 40, 42, 17, 50, 44, 51, 54]
[10, 40, 42, 17, 50, 52, 44, 53]
[10, 40, 42, 17, 50, 52, 44, 54]
[10, 40, 42, 17, 50, 44, 53, 54]
[10, 40, 42, 17, 52, 44, 51, 53]
[10, 40, 42, 17, 52, 44, 51, 54]
